Show_Duration,Show_Name,Ticket_Type,Theater,On_Sale,Address,Price,Categories,Performance,Capacity
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","227.5,57.5,169.5,122.5,145.5,145.5,122.5,155.5,155.5,149.5,227.5,227.5,159.5,112.5,169.5,99.5,57.5,122.5,99.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-01T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Balcony"",""Mezzanine"",""Balcony"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Balcony""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,122.5,167.5,167.5,145.5,122.5,95.5,112.5,112.5,112.5,99.5,57.5,57.5,112.5,57.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-02T13:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Balcony"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,142.5,132.5,112.5,132.5,99.5,147.5,147.5,57.5,99.5,132.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-02T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,160.5,215.5,215.5,160.5,107.5,136.5,99.5,57.5,127.5,127.5,99.5,127.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-03T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Balcony"",""Balcony"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,165.5,165.5,159.5,149.5,112.5,99.5,57.5,127.5,127.5,99.5,127.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-04T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Balcony"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Balcony""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,166.5,166.5,107.5,122.5,122.5,95.5,159.5,107.5,139.5,112.5,99.5,147.5,107.5,57.5,57.5,107.5,57.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-05T14:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Balcony"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,170.5,170.5,215.5,215.5,122.5,122.5,112.5,99.5,147.5,57.5,122.5,99.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-05T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Balcony"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Balcony"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","199.5,57.5,102.5,102.5,153.5,102.5,165.5,165.5,129.5,142.5,142.5,79.5,92.5,112.5,199.5,199.5,57.5,102.5,79.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-06T15:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","227.5,57.5,145.5,145.5,159.5,129.5,227.5,129.5,159.5,137.5,112.5,99.5,57.5,129.5,99.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-08T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Balcony"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Balcony"",""Mezzanine"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,105.5,215.5,215.5,162.5,162.5,149.5,135.5,135.5,112.5,112.5,132.5,112.5,57.5,112.5,105.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-09T13:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","199.5,57.5,117.5,97.5,155.5,155.5,149.5,149.5,135.5,117.5,92.5,112.5,199.5,199.5,57.5,117.5,92.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-09T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Orchestra"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","227.5,57.5,161.5,161.5,117.5,97.5,227.5,227.5,112.5,57.5,117.5,97.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-10T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Mezzanine"",""Balcony"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,167.5,215.5,215.5,167.5,159.5,139.5,139.5,112.5,99.5,57.5,139.5,99.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-11T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Orchestra"",""Orchestra"",""Mezzanine"",""Balcony"",""Mezzanine"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,105.5,161.5,161.5,94.5,145.5,155.5,135.5,105.5,99.5,99.5,57.5,127.5,99.5,94.5,57.5,99.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-12T14:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Balcony"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","227.5,57.5,108.5,125.5,94.5,125.5,163.5,227.5,227.5,169.5,169.5,57.5,94.5,125.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-12T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","227.5,57.5,166.5,166.5,102.5,102.5,102.5,118.5,89.5,227.5,227.5,57.5,102.5,89.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-13T15:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Balcony"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,102.5,122.5,97.5,145.5,122.5,159.5,159.5,57.5,97.5,122.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-15T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,97.5,97.5,97.5,122.5,152.5,152.5,139.5,92.5,57.5,97.5,92.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-16T13:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Balcony"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,153.5,153.5,143.5,118.5,112.5,92.5,112.5,112.5,57.5,112.5,92.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-16T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,125.5,157.5,157.5,125.5,135.5,112.5,99.5,57.5,125.5,99.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-17T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,125.5,107.5,165.5,165.5,125.5,145.5,135.5,99.5,57.5,125.5,99.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-18T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Orchestra"",""Balcony"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,102.5,119.5,122.5,97.5,122.5,119.5,152.5,152.5,135.5,112.5,57.5,127.5,119.5,97.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-19T14:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,109.5,215.5,215.5,128.5,156.5,156.5,135.5,99.5,109.5,109.5,57.5,99.5,109.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-19T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Balcony"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,105.5,215.5,215.5,153.5,148.5,120.5,158.5,158.5,117.5,117.5,92.5,57.5,117.5,92.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-20T15:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Balcony"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,105.5,215.5,215.5,154.5,154.5,122.5,122.5,95.5,152.5,152.5,57.5,95.5,122.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-22T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Mezzanine"",""Balcony"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,153.5,153.5,95.5,119.5,89.5,139.5,112.5,112.5,57.5,89.5,112.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-23T13:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Balcony"",""Orchestra"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,154.5,154.5,115.5,97.5,85.5,115.5,137.5,57.5,85.5,115.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-23T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Balcony"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,105.5,215.5,215.5,136.5,115.5,159.5,115.5,119.5,159.5,99.5,57.5,115.5,99.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-24T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","57.5,145.5,145.5,135.5,99.5,57.5,135.5,99.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-25T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,125.5,157.5,165.5,165.5,125.5,95.5,149.5,57.5,95.5,125.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-26T14:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Balcony"",""Orchestra"",""Balcony"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,104.5,170.5,170.5,215.5,215.5,100.5,107.5,150.5,95.5,104.5,107.5,107.5,57.5,127.5,95.5,104.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-26T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,102.5,102.5,143.5,143.5,115.5,97.5,129.5,92.5,57.5,102.5,92.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-27T15:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Balcony"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,125.5,107.5,97.5,125.5,155.5,155.5,129.5,57.5,97.5,125.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-29T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,115.5,95.5,129.5,149.5,85.5,115.5,149.5,107.5,107.5,57.5,85.5,107.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-30T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Balcony"",""Orchestra"",""Orchestra"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","199.5,57.5,94.5,119.5,145.5,145.5,85.5,104.5,139.5,199.5,199.5,99.5,57.5,99.5,85.5,57.5,99.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-08-31T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,87.5,134.5,154.5,154.5,122.5,87.5,87.5,57.5,87.5,87.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-01T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Mezzanine"",""Balcony"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","199.5,57.5,125.5,145.5,145.5,95.5,119.5,89.5,109.5,109.5,199.5,199.5,57.5,89.5,109.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-02T14:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Balcony"",""Orchestra"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,105.5,215.5,215.5,105.5,130.5,121.5,156.5,156.5,89.5,105.5,99.5,57.5,105.5,89.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-02T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","215.5,57.5,215.5,215.5,125.5,87.5,142.5,142.5,107.5,112.5,99.5,107.5,57.5,87.5,107.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-03T13:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Standard"",""Orchestra"",""Balcony"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","57.5,145.5,105.5,138.5,86.5,115.5,155.5,155.5,115.5,57.5,86.5,115.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-03T18:30:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Orchestra"",""Orchestra"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","199.5,57.5,138.5,82.5,138.5,106.5,74.5,117.5,122.5,129.5,82.5,129.5,112.5,112.5,112.5,75.5,199.5,199.5,57.5,82.5,82.5,74.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-05T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Mezzanine"",""Balcony"",""Mezzanine"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine"",""Orchestra""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","169.5,57.5,75.5,169.5,67.5,75.5,89.5,75.5,57.5,169.5,127.5,127.5,99.5,67.5,57.5,75.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-06T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Balcony"",""Balcony"",""Mezzanine"",""Mezzanine"",""Mezzanine"",""Balcony"",""Balcony"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","169.5,57.5,138.5,79.5,138.5,169.5,122.5,132.5,112.5,79.5,112.5,79.5,132.5,112.5,75.5,65.5,107.5,57.5,169.5,92.5,65.5,79.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-07T19:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Orchestra"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Orchestra"",""Balcony"",""Orchestra"",""Mezzanine"",""Balcony"",""Balcony"",""Mezzanine"",""Balcony"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","199.5,57.5,138.5,82.5,125.5,138.5,122.5,142.5,142.5,82.5,112.5,105.5,112.5,72.5,112.5,75.5,199.5,199.5,57.5,82.5,82.5,72.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-08T20:00:00-04:00""",1801
"""2hrs, 30mins""","""Aladdin""","""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Orchestra"",""Mezzanine"",""Mezzanine"",""Balcony"",""Mezzanine"",""Orchestra"",""Orchestra"",""Balcony"",""Mezzanine""","""New Amsterdam Theatre""",TRUE,"""214 West 42nd Street""","57.5,169.5,138.5,85.5,169.5,113.5,154.5,154.5,85.5,85.5,57.5,169.5,85.5,85.5,57.5","""2014 Tony Winners, Broadway, Comedy, Kid-Friendly, Musicals""","""2017-09-09T14:00:00-04:00""",1801
